Year,Month,Day,Open,High,Low,Close,Volume
2019,10,15,0.09301396409156693,0.07984765313063236,0.10249742480269985,0.11035645284598983,0.4734209140795609
2020,7,30,0.5309268009250283,0.5388923216476667,0.5466305399271211,0.5519356459118583,0.3954775478597236
2021,3,31,0.6086830633888167,0.6290779965909723,0.6316639261422047,0.6305018785213794,0.17072998630382352
2020,4,15,0.38032963169178713,0.4178966167258076,0.40032732861270226,0.4225620532347443,0.8986428663184424
2020,10,22,0.5620204408939005,0.5542860260199598,0.5566964279919501,0.5506868739013826,0.42365150558431286
2018,6,12,0.2704566403257258,0.26146595489778457,0.2876743215330292,0.28470955895310757,0.22775095031924575
2020,12,18,0.6476724755123042,0.6477589688975853,0.6553827488816489,0.6585237859248221,0.24307185155298716
2018,9,28,0.30524230906482186,0.2950644883816408,0.3139712570997484,0.30727603827735295,0.4321188907725403
2021,11,1,0.9943284466869655,0.9959871703823451,0.9928260502588847,0.9799749903814932,0.14234615321986796
2021,3,26,0.5801027906442067,0.585073362216993,0.5896067833224686,0.6006835379023832,0.16817529658464037
2020,4,7,0.3069326852249511,0.29626605496625236,0.3041294980773629,0.30322282961803515,0.42716149004268067
2021,4,1,0.6403994631035606,0.6571221488324119,0.6576470384543359,0.6694125773632058,0.202247475615559
2021,10,13,0.8678187896561058,0.8649708732002164,0.8707796834783191,0.8673400325819516,0.09236686936525368
2018,8,8,0.2451235396829543,0.23042920021246638,0.2531722027519092,0.24917288903930546,0.30762661726152457
2020,6,4,0.4012144325486898,0.4036817851566056,0.39535041740136134,0.39535084189789427,0.30877007611600316
2020,7,9,0.5925135181328323,0.5879752620823437,0.5875891309751319,0.6000482203192987,0.33988952595307836
2021,7,9,0.6427793190580497,0.6520438427717139,0.6611218804272198,0.661875818051247,0.11819601273002611
2022,2,3,0.3991014612364535,0.40492873930425755,0.38245977480020465,0.37622418253307033,0.6340551718897286
2020,3,13,0.19685952926512518,0.1944501570604652,0.1652468782131118,0.22439363006541058,0.6017054182218853
2018,3,23,0.14548165339344055,0.13312476259379957,0.1494865992208667,0.14692285351195133,0.6068944055551836
2020,1,31,0.2344031905786077,0.21932036971430202,0.2405506405453346,0.24365180357461735,0.29570714426578903
2022,1,28,0.32196796074268674,0.30912060404108554,0.31027214933151703,0.32968907019219473,0.7832403669923956
2019,6,3,0.2258846586781207,0.21993246475714678,0.22187598454384605,0.22511666975399658,0.48528972750579413
2018,6,26,0.3364693935789703,0.3494298360827026,0.34831636112843356,0.36261861082385094,0.9999999999999999
2018,3,28,0.1254198458248208,0.10916138302080192,0.10745189508666031,0.11368662181672184,0.9999999999999999
2020,1,9,0.22241498929344272,0.21031993434736607,0.22626999210601706,0.22299147856394264,0.2580236616374982
2021,6,16,0.5627099229124102,0.5572785581833961,0.5662915475471341,0.5664176389915725,0.17290834779241882
2020,2,21,0.31878737524034295,0.30984609544397823,0.3233197371877309,0.3202900866332856,0.20163232370017498
2019,7,18,0.18184651748781777,0.17955522165141102,0.19418911263634342,0.2000963727201862,0.9999999999999999
2018,11,19,0.09294724404307875,0.0780793087857744,0.0795184532093337,0.08045045584898713,0.857579666696218
2020,1,24,0.2367829775844501,0.24756855288098623,0.2515356964413018,0.26133251720817563,0.9999999999999999
2020,1,15,0.21503079607985132,0.20975315658711968,0.23073132245032957,0.23046251038108256,0.2904964456884183
2022,1,7,0.6838371750129169,0.6864358787225815,0.6827332198542789,0.6730057132770413,0.16194416953586788
2021,2,12,0.7004737717290686,0.7041647029328681,0.7110478077683348,0.7068773304737668,0.07621370377540443
2021,8,6,0.6272102698075086,0.6261534732245433,0.6405192662905389,0.6280699940768353,0.056116328845739805
2019,3,15,0.2647182957914068,0.2569770500984112,0.2807021989017321,0.2795170956260974,0.5283431245013198
2020,2,4,0.2646738372591969,0.2696048744664795,0.2744474147499042,0.29605855678287996,0.43549137068511634
2018,12,19,0.06218721098909752,0.06851209792570312,0.06745728422717101,0.07205920843155456,0.9150855151625901
2019,7,9,0.3048419798772929,0.30404229798038773,0.32242301028397313,0.319983327651301,0.4189401656206069
2019,6,5,0.24994997608872038,0.24310234186313306,0.2578801030660457,0.2669631879340584,0.28051651049648185
2019,5,31,0.23402505395871043,0.22374119316911456,0.2448998357501222,0.23968625129330612,0.280755334181278
2021,3,24,0.6489625202607543,0.6433380751623303,0.6418867617039418,0.6286396542744288,0.21408734071636248
2019,3,4,0.26182692762039084,0.25300960577668596,0.256378103324966,0.256687785195571,0.4590480705036466
2020,7,10,0.6177131052816807,0.6919903279783293,0.6223378197260759,0.6898100033491881,0.9999999999999999
2020,7,24,0.5043704467550914,0.5362171464890806,0.5242792843403082,0.5402142952511888,0.47780658538218124
2019,8,13,0.15073061377851737,0.1491305620089376,0.16697307873586353,0.1717678399806648,0.3000059705921199
2018,5,30,0.24547941256242334,0.23430593968855284,0.25911316364914927,0.2621650764304614,0.3286720498490164
2018,12,21,0.04855316324880998,0.03139950152032012,0.01706048525127002,0.027408352193892704,0.9999999999999999
2021,11,18,1.0,1.0,1.0,0.9818373504652662,0.0628829999149643
2018,4,4,0.07034987223426536,0.08991363295394261,0.08415910023870632,0.12063185558447731,0.8518044757729655
2018,5,14,0.18960877837266,0.18102883022538552,0.20929923469465483,0.2073702330074526,0.21318994262803753
2020,2,18,0.30537575361009817,0.31487908648918894,0.3262117427669713,0.33718203527435575,0.29164714162425437
2021,11,9,0.9156825376109028,0.9291754737507127,0.9344931843327794,0.9248077284000922,0.09202672654145311
2019,7,19,0.18104578793996307,0.17048677748746766,0.18058112931386672,0.17794623983003677,0.9999999999999999
2019,11,7,0.10831612647570532,0.10777847702535515,0.12238263096253399,0.12201214393025206,0.3462581575476426
2018,4,23,0.19383464982433596,0.18266115244200642,0.18697035053784483,0.18581162127967343,0.5662292454076195
2019,9,27,0.05377992884210525,0.03806481251504057,0.059879886516701064,0.06397472218702327,0.4475628223893586
2018,4,13,0.16745626545638204,0.15153369291104934,0.1671300239909207,0.17038755163488994,0.7890300320783631
2018,4,26,0.1512421927195411,0.14958401142246713,0.16118906533553157,0.17549242431138823,0.5878464074223506
2021,4,14,0.6958697658816451,0.6897005231558233,0.6834283236566493,0.6707272083234899,0.18789634328371713
2020,1,17,0.22019083940050832,0.20612576531887605,0.23247996390046155,0.23177707342295528,0.3562453298209365
2018,10,8,0.2294877703839251,0.23192550030085024,0.23411647021106896,0.25243740062454656,0.8128327926630469
2019,5,22,0.25802365132082195,0.2716225670191803,0.27713759546117733,0.27572685390988316,0.3680345353522378
2019,3,22,0.2979249048483653,0.285157224468088,0.28328031397085807,0.2785312248312306,0.5440331168842917
2019,4,15,0.24178731484355265,0.23024779052118882,0.24344257886904852,0.2519334657308553,0.5571322341412931
2020,4,9,0.28704878073381745,0.2753406631330627,0.2899834257049506,0.29980500426929657,0.47528084398842785
2020,5,6,0.4165832482568196,0.42875602873568686,0.4320271337848751,0.43901585801352017,0.39924806724695994
2018,3,15,0.18053427572343606,0.16493232823171988,0.18934677525005683,0.1910698077196692,0.3255890531907387
2021,2,5,0.6900647680233345,0.6887256812779767,0.6990090774717016,0.694323286944905,0.08917531648661411
2021,10,11,0.8700874648057471,0.8813847344658434,0.8812716644483142,0.8613806696090631,0.12436924312793893
2018,4,18,0.20973730821391778,0.19989120995616494,0.21840114257096233,0.22049380089708515,0.7292879254725362
2021,8,2,0.6160895203428365,0.6103062514253892,0.6206116192033243,0.6162391238824658,0.06894043701115776
2022,1,18,0.6184916400377538,0.6146138168139275,0.6165089939683607,0.6067085582607625,0.26741739323948044
2019,8,30,0.12628722869666686,0.10947881030609452,0.12816664436286584,0.13117015953857347,0.23899737474873756
2020,2,26,0.27648406874237896,0.2977850488361563,0.2943998741945022,0.31847158869772163,0.5637758748274408
2021,5,18,0.5480305202741438,0.5505226126234792,0.5660897876928425,0.5529873099290388,0.08731538657774707
2019,12,11,0.11674560563862912,0.11058967431217825,0.13567685828594944,0.14251909164085108,0.32174616298992775
2021,12,20,0.7660639320543556,0.7985445469046637,0.7859481221312029,0.7884231766513206,0.16025792957957985
2020,9,1,0.6463379055071472,0.6954136883213282,0.6697978321512655,0.7069429878592575,0.6099918763761762
2018,9,5,0.2624496873662625,0.2555941463700755,0.22900505467205123,0.23508531351049933,0.8647443772401028
2018,8,30,0.2735704368309346,0.28601873799921773,0.29112679207590997,0.30037466446689,0.7119116931332763
2020,2,27,0.287938425121942,0.31945862585375884,0.30695425261369047,0.30197398968914824,0.7109491613127341
2021,3,15,0.6101288141988217,0.6123013182099009,0.6150518043428136,0.6274127454196463,0.16936941500862118
2021,7,2,0.6527879935762546,0.6526785613156367,0.6629377751621156,0.6574939850633346,0.0601763314872745
2018,7,3,0.3502813443967441,0.33854773029130314,0.3493252209298652,0.3431851245586308,0.2993473961885911
2019,12,6,0.1394542249767874,0.12967877874972256,0.15450839228696855,0.1609666370018764,0.23982240202348792
2020,8,3,0.5535019089934134,0.5723095157206874,0.5751468854536176,0.5800232107007919,0.3422488144756101
2020,8,11,0.5287916370451602,0.5220477024829191,0.5220598048831534,0.510593062625488,0.4476279561215757
2020,11,13,0.5444051448279112,0.5402299080934041,0.5472806273636773,0.5454505506170799,0.13451563119109694
2019,8,16,0.1264651295500031,0.11993016046548466,0.14031743805979546,0.15099792751787888,0.4169861536540928
2018,8,31,0.28615913412154315,0.2841823825902413,0.2990628948957287,0.29314460060033787,0.49207810981909106
2018,3,16,0.17664201341080077,0.16654195666682037,0.18986235611708535,0.18528582323028886,0.44795362478266143
2020,1,8,0.19903915167720299,0.20868761213074538,0.21828900967328846,0.23087879108768383,0.43136623431136456
2019,5,14,0.23733901505768373,0.22512416717789263,0.24395822923345445,0.24479105605139317,0.304608754335464
2020,7,2,0.5418919132767925,0.5478020521689637,0.542191650510189,0.5324146391054543,0.37687101168969567
2020,10,6,0.615466693872468,0.6147725304565739,0.6063758526187678,0.5959073552819742,0.22109283547038316
2020,9,23,0.553902309353739,0.5449908571492517,0.5275523664589005,0.5186556177959145,0.18689038897503024
2018,4,12,0.15061943297366942,0.13711490069704502,0.16381206001756754,0.16512936519489418,0.6589652059221036
