Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
1.1924713485264746,0.6125863604196025,-0.5592211158913909,1.035558730210512,1.3086583662378362
-1.1499362018965709,-0.84982139655027,1.167785271420258,-1.4196017134265921,-1.4177132300909887
1.326323208550649,0.12511710809631166,-0.0657907195166343,0.5565030338910766,0.7633840469720711
1.080928131839663,0.2469844211771329,-0.0657907195166343,0.6163849959310065,0.7633840469720711
-0.23528182506471493,0.36885173425795703,-2.0395123050156596,0.3768571477712891,0.3544283075227474
-1.551491781969093,-1.2154233357927375,0.18092447867074452,-1.4196017134265921,-1.55403180990743
-1.2391707752460204,-0.9716887096310931,0.6743548750455012,-1.2998377893467334,-1.008757490641665
-0.502985545113063,0.49071904733877925,0.6743548750455012,0.4966210718511474,0.49074688733918886
0.2331996850198943,-0.48421945730780236,-1.2993667104535254,0.07744733757164185,0.08179114788986518
0.210891041682532,-0.36235214422698014,-0.0657907195166343,0.137329299611571,0.08179114788986518
-1.4176399219449192,-0.24048483114615693,2.5247188614508373,-1.4196017134265921,-1.1450760704581062
0.7909157684539527,-0.11861751806533473,-0.5592211158913909,0.7361489200108647,1.5812955258707184
-0.30220775507680203,0.9781882996620701,0.18092447867074452,0.31697518573135997,0.21810972770630627
0.7462984817792281,1.1000556127428922,-0.0657907195166343,0.9756767681705828,1.1723397864213951
-0.1906645383899903,0.0032497950154894368,0.4276396768581233,0.5565030338910766,0.7633840469720711
0.27781697169461894,0.2469844211771329,-0.0657907195166343,0.4367391098112183,0.21810972770630627
-1.283788061920745,-0.9716887096310931,1.6612156677950145,-1.4196017134265921,-1.1450760704581062
-0.6591460484745993,-1.0935560227119154,0.6743548750455012,-1.4794836754665215,-1.4177132300909887
-0.03450403502845377,0.9781882996620701,-0.0657907195166343,0.6762669579709356,0.6270654671556299
-0.7037633351493241,-1.581025275035206,0.4276396768581233,-1.4794836754665215,-1.4177132300909887
-0.1460472517152655,0.49071904733877925,-1.2993667104535254,0.6163849959310065,0.3544283075227474
-1.1722448452339334,-1.0935560227119154,0.9210700732328789,-1.3597197513866626,-1.1450760704581062
