Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
0.3825503355704698,0.16666666666666674,0.10810810810810789,0.39285714285714285,0.375
0.436241610738255,0.6666666666666667,0.4864864864864864,0.5892857142857144,0.5416666666666667
0.610738255033557,0.4999999999999998,0.43243243243243223,0.625,0.5416666666666667
0.16107382550335572,0.13888888888888884,0.6486486486486485,0.14285714285714285,0.04166666666666667
0.9865771812080537,0.6111111111111112,0.43243243243243223,0.7321428571428572,0.7916666666666667
0.8993288590604027,0.4999999999999998,0.21621621621621623,0.8035714285714286,0.5416666666666667
0.8926174496644296,0.5555555555555556,0.3243243243243241,0.7142857142857142,0.5833333333333334
0.738255033557047,0.6111111111111112,0.5405405405405406,0.7142857142857142,0.7916666666666667
0.8657718120805369,0.8055555555555556,0.43243243243243223,0.8392857142857144,0.6250000000000001
0.9731543624161074,0.6666666666666667,0.43243243243243223,0.7321428571428572,0.9166666666666666
0.47651006711409394,0.4999999999999998,0.3243243243243241,0.5178571428571428,0.5000000000000001
0.06040268456375839,0.16666666666666674,0.4864864864864864,0.0714285714285714,0.0
0.8187919463087249,0.9444444444444442,0.3243243243243241,1.0,0.7916666666666667
0.07382550335570469,0.13888888888888884,0.6486486486486485,0.0892857142857143,0.04166666666666667
0.48322147651006714,0.5555555555555556,0.16216216216216206,0.6785714285714286,0.5833333333333334
0.026845637583892617,0.19444444444444442,0.7567567567567568,0.05357142857142855,0.04166666666666667
0.6241610738255033,0.19444444444444442,0.054054054054053724,0.39285714285714285,0.375
0.912751677852349,0.5555555555555556,0.6486486486486485,0.8035714285714286,0.9583333333333334
0.5838926174496645,0.5555555555555556,0.054054054054053724,0.5892857142857144,0.5000000000000001
0.7248322147651006,0.6666666666666667,0.16216216216216206,0.8392857142857144,0.7083333333333334
0.3288590604026846,0.19444444444444442,0.5945945945945945,0.05357142857142855,0.04166666666666667
0.4697986577181208,0.44444444444444464,0.5405405405405406,0.6607142857142856,0.7083333333333334
0.6308724832214765,0.36111111111111094,0.2702702702702702,0.5535714285714286,0.5000000000000001
0.14093959731543626,0.2222222222222221,0.8108108108108107,0.0714285714285714,0.125
0.18120805369127518,0.25,0.7027027027027026,0.0714285714285714,0.04166666666666667
0.4899328859060403,0.4999999999999998,0.3243243243243241,0.6428571428571428,0.4583333333333333
0.3624161073825503,0.6111111111111112,0.3243243243243241,0.625,0.5833333333333334
0.5436241610738255,0.33333333333333326,0.10810810810810789,0.46428571428571436,0.375
0.87248322147651,0.8611111111111112,0.3243243243243241,0.8928571428571428,0.75
0.7651006711409396,0.4166666666666665,0.3243243243243241,0.7142857142857142,0.9583333333333334
0.9395973154362416,0.6666666666666667,0.4864864864864864,0.8035714285714286,0.9583333333333334
0.40939597315436244,0.44444444444444464,0.43243243243243223,0.5535714285714286,0.5833333333333334
0.15436241610738255,0.2222222222222221,0.5945945945945945,0.1071428571428571,0.16666666666666669
0.8791946308724832,1.0,0.8648648648648647,0.9464285714285716,0.7916666666666667
0.26174496644295303,0.2222222222222221,0.6486486486486485,0.0714285714285714,0.04166666666666667
0.9999999999999999,0.44444444444444464,0.43243243243243223,0.7142857142857142,0.7083333333333334
0.33557046979865773,0.75,0.5405405405405406,0.6428571428571428,0.5416666666666667
0.10067114093959731,0.38888888888888884,0.9999999999999998,0.0714285714285714,0.125
0.9463087248322147,0.7222222222222223,0.4864864864864864,0.7142857142857142,0.9166666666666666
0.348993288590604,0.7222222222222223,0.4864864864864864,0.6785714285714286,0.5833333333333334
0.04026845637583893,0.08333333333333326,0.6486486486486485,0.05357142857142855,0.08333333333333333
0.35570469798657717,0.33333333333333326,0.054054054054053724,0.5178571428571428,0.5000000000000001
0.053691275167785234,0.0277777777777779,0.3783783783783783,0.05357142857142855,0.04166666666666667
0.9261744966442953,0.4722222222222223,0.43243243243243223,0.6607142857142856,0.7083333333333334
0.8120805369127516,0.36111111111111094,0.3243243243243241,0.6785714285714286,0.7916666666666667
0.087248322147651,0.0,0.43243243243243223,0.0,0.0
0.22818791946308725,0.16666666666666674,0.4864864864864864,0.0714285714285714,0.0
0.38926174496644295,0.6388888888888888,0.3783783783783783,0.625,0.5000000000000001
0.8859060402684563,0.5833333333333335,0.3243243243243241,0.8035714285714286,0.8750000000000001
0.7986577181208053,0.4722222222222223,0.0,0.6964285714285714,0.5833333333333334
0.5302013422818792,0.38888888888888884,0.21621621621621623,0.42857142857142855,0.375
0.174496644295302,0.19444444444444442,0.6486486486486485,0.0892857142857143,0.125
0.7516778523489933,0.6944444444444444,0.43243243243243223,0.7857142857142858,0.8333333333333335
0.18791946308724833,0.25,0.6486486486486485,0.05357142857142855,0.04166666666666667
0.6442953020134228,0.38888888888888884,0.3783783783783783,0.5535714285714286,0.5000000000000001
0.6577181208053692,0.2222222222222221,0.16216216216216206,0.33928571428571425,0.4166666666666667
0.24832214765100674,0.16666666666666674,0.4864864864864864,0.0714285714285714,0.0
0.4563758389261745,0.5277777777777779,0.0,0.6071428571428572,0.5833333333333334
0.6510067114093959,0.5277777777777779,0.3783783783783783,0.5714285714285714,0.5000000000000001
0.5973154362416108,0.33333333333333326,0.16216216216216206,0.5178571428571428,0.5000000000000001
0.5167785234899329,0.6666666666666667,0.43243243243243223,0.6964285714285714,0.6666666666666667
0.9194630872483222,0.5833333333333335,0.4864864864864864,0.7857142857142858,0.7083333333333334
0.9328859060402684,0.7222222222222223,0.4864864864864864,0.767857142857143,0.8333333333333335
0.9664429530201342,0.6666666666666667,0.5945945945945945,0.8214285714285716,1.0
0.7046979865771812,0.9166666666666665,0.43243243243243223,0.9821428571428572,0.8333333333333335
0.5906040268456376,0.36111111111111094,0.43243243243243223,0.5357142857142856,0.5000000000000001
0.2214765100671141,0.33333333333333326,0.9999999999999998,0.05357142857142855,0.04166666666666667
0.8523489932885906,0.4999999999999998,0.43243243243243223,0.6785714285714286,0.7083333333333334
0.2953020134228188,0.2222222222222221,0.8648648648648647,0.14285714285714285,0.125
0.5637583892617449,0.3055555555555556,0.43243243243243223,0.6071428571428572,0.5833333333333334
0.37583892617449666,0.5555555555555556,0.5945945945945945,0.6428571428571428,0.6250000000000001
0.31543624161073824,0.08333333333333326,0.5405405405405406,0.05357142857142855,0.04166666666666667
0.06711409395973154,0.3055555555555556,0.8108108108108107,0.0714285714285714,0.04166666666666667
0.8456375838926175,0.5277777777777779,0.3243243243243241,0.6607142857142856,0.7083333333333334
0.0,0.2222222222222221,0.7027027027027026,0.05357142857142855,0.04166666666666667
